   0  -0.45824  0.8000
   0  -0.09756  0.8000
   0  -0.30592  0.8000
   1  46.34797  0.8000
   0  -0.92446  0.8000
   0  -1.42871  0.8000
   1  37.74349  0.8000
   0  -1.14504  0.8000
   1  40.22552  0.8000
   0   0.94534  0.8000
   1  38.63179  0.8000
   1  43.08096  0.8000
   0   0.93778  0.8000
   0  -1.10393  0.8000
   0   0.90206  0.8000
   0   1.17562  0.8000
   0   0.53456  0.8000
   0   1.40235  0.8000
   0   1.29176  0.8000
   0  -0.06170  0.8000
   0   0.65023  0.8000
   0   0.05857  0.8000
   1  45.34794  0.8000
   0  -0.68069  0.8000
   0   0.75083  0.8000
   0   0.82644  0.8000
   0   0.72510  0.8000
   0   0.69450  0.8000
   0   0.95396  0.8000
   0   0.30234  0.8000
   0  -0.43297  0.8000
   0  -0.46342  0.8000
   0   0.55233  0.8000
   0  -1.19710  0.8000
   0  -0.09704  0.8000
   1  51.39765  0.8000
   0  -0.68069  0.8000
   0   0.56206  0.8000
   0   0.25241  0.8000
   0  -0.22802  0.8000
   0  -0.34462  0.8000
   0   0.25896  0.8000
   0  -0.54566  0.8000
   0   1.51472  0.8000
   0   1.38415  0.8000
   0  -0.00608  0.8000
   0  -0.31869  0.8000
   0  -0.82897  0.8000
   1  33.64216  0.8000
   0   0.82092  0.8000
   0  -0.81444  0.8000
   1  47.24929  0.8000
   0   0.44192  0.8000
   0  -0.34907  0.8000
   0  -0.17536  0.8000
   0  -0.34574  0.8000
   1  57.57767  0.8000
   0  -0.30964  0.8000
   0   0.33481  0.8000
   0   0.44560  0.8000
   0   0.63905  0.8000
   1  53.24749  0.8000
   0   1.12769  0.8000
   0   0.22498  0.8000
   0  -2.28186  0.8000
   0  -0.79675  0.8000
   0   0.30500  0.8000
   0  -1.06580  0.8000
   0   0.46921  0.8000
   0  -1.10501  0.8000
   0  -0.20597  0.8000
   1  35.46609  0.8000
   0   0.23431  0.8000
   0  -1.50841  0.8000
   0   0.26836  0.8000
   0  -0.59593  0.8000
   1  42.42043  0.8000
   1  43.68753  0.8000
   0  -0.76313  0.8000
   1  47.77758  0.8000
   0   0.57818  0.8000
   0  -0.93340  0.8000
   0   0.54648  0.8000
   0   0.73129  0.8000
   0   0.74473  0.8000
   0   0.07977  0.8000
   0  -0.66112  0.8000
   0  -1.02662  0.8000
   0   0.52357  0.8000
   0  -0.84764  0.8000
   0   0.47553  0.8000
   0   1.04154  0.8000
   0  -0.16641  0.8000
   0   0.17188  0.8000
   0   0.05099  0.8000
   0  -0.52900  0.8000
   0  -0.15748  0.8000
   0   0.47243  0.8000
   0   0.90564  0.8000
   0  -0.07281  0.8000
   0  -0.41007  0.8000
   0   0.45544  0.8000
   0  -0.32210  0.8000
   0  -0.11786  0.8000
   0   0.10678  0.8000
   0  -0.56079  0.8000
   0   0.29866  0.8000
   0   1.51910  0.8000
   0  -0.40756  0.8000
   0  -0.83511  0.8000
   0  -0.53214  0.8000
   0   0.45751  0.8000
   0   0.31074  0.8000
   0   0.33829  0.8000
   0  -0.89782  0.8000
   0   0.05371  0.8000
   0   1.22733  0.8000
   0  -0.20737  0.8000
   0  -0.86377  0.8000
   0   0.89443  0.8000
   0  -0.90375  0.8000
   0  -1.62573  0.8000
   0   0.67060  0.8000
   0  -0.00577  0.8000
   0   0.17676  0.8000
   0  -1.27278  0.8000
   0  -0.38705  0.8000
   0   1.04509  0.8000
